Census Tract,"CalEnviroScreen
4.0 Score","CalEnviroScreen
4.0 Percentile","CalEnviroScreen 4.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,Approximate Location,DAC category
6037405102,54.21,91.81,90-95%,88.44,84.47,5639,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6037408401,54.19,91.79,90-95%,99.63,60.54,4389,Los Angeles,91745,Hacienda Heights,CalEnviroScreen 4.0 Top 25%
6037127604,54.19,91.78,90-95%,81.24,91.04,3157,Los Angeles,91406,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037310501,54.17,91.77,90-95%,98.47,67.20,4066,Los Angeles,91504,Burbank,CalEnviroScreen 4.0 Top 25%
6111004902,54.10,91.75,90-95%,92.56,79.61,5072,Ventura ,93030,Oxnard,CalEnviroScreen 4.0 Top 25%
6037404702,54.09,91.74,90-95%,98.16,68.07,5629,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6065046200,54.08,91.73,90-95%,79.90,91.86,2871,Riverside ,92225,Unincorporated Riverside County area,CalEnviroScreen 4.0 Top 25%
6073003901,54.03,91.72,90-95%,68.41,97.68,4379,San Diego,92113,San Diego,CalEnviroScreen 4.0 Top 25%
6065041410,54.03,91.70,90-95%,89.16,83.46,2949,Riverside ,92879,Corona,CalEnviroScreen 4.0 Top 25%
6037534804,54.01,91.69,90-95%,83.83,88.59,3736,Los Angeles,90255,Walnut Park,CalEnviroScreen 4.0 Top 25%
6037296220,54.01,91.68,90-95%,87.94,84.37,4447,Los Angeles,90731,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037541001,53.98,91.67,90-95%,97.15,70.44,1144,Los Angeles,90248,West Rancho Dominguez,CalEnviroScreen 4.0 Top 25%
6037573002,53.98,91.65,90-95%,80.98,90.82,4086,Los Angeles,90806,Long Beach,CalEnviroScreen 4.0 Top 25%
6019002501,53.98,91.64,90-95%,67.52,97.98,4720,Fresno ,93703,Fresno,CalEnviroScreen 4.0 Top 25%
6037238200,53.98,91.63,90-95%,80.54,91.31,5565,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6031001601,53.97,91.62,90-95%,79.75,91.82,4101,Kings ,93239,Unincorporated Kings County area,CalEnviroScreen 4.0 Top 25%
6037199400,53.97,91.60,90-95%,92.76,79.26,4759,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6107001100,53.94,91.59,90-95%,86.70,85.77,6950,Tulare ,93291,Visalia,CalEnviroScreen 4.0 Top 25%
6077000402,53.92,91.58,90-95%,66.21,98.45,4153,San Joaquin,95202,Stockton,CalEnviroScreen 4.0 Top 25%
6059086802,53.91,91.57,90-95%,94.36,76.46,5874,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6037432300,53.91,91.55,90-95%,97.11,70.45,4350,Los Angeles,91731,El Monte,CalEnviroScreen 4.0 Top 25%
6029001902,53.89,91.54,90-95%,85.48,86.84,4595,Kern ,93304,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037532605,53.88,91.53,90-95%,78.22,92.69,3301,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6037190901,53.85,91.52,90-95%,91.41,80.67,4587,Los Angeles,90038,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037310703,53.79,91.50,90-95%,99.38,61.60,4793,Los Angeles,91502,Burbank,CalEnviroScreen 4.0 Top 25%
6037550300,53.74,91.49,90-95%,99.27,62.24,8421,Los Angeles,90650,Norwalk,CalEnviroScreen 4.0 Top 25%
6037190802,53.74,91.48,90-95%,92.91,78.59,2982,Los Angeles,90028,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019003807,53.72,91.46,90-95%,78.69,92.27,3496,Fresno ,93722,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6059074405,53.72,91.45,90-95%,93.58,77.41,6662,Orange ,92701,Santa Ana,CalEnviroScreen 4.0 Top 25%
6037543501,53.67,91.44,90-95%,97.42,69.38,7457,Los Angeles,90745,Carson,CalEnviroScreen 4.0 Top 25%
6037212304,53.66,91.43,90-95%,83.56,88.24,1832,Los Angeles,90005,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001409500,53.65,91.41,90-95%,63.77,98.83,4128,Alameda ,94621,Oakland,CalEnviroScreen 4.0 Top 25%
6037576302,53.63,91.40,90-95%,60.37,99.45,4077,Los Angeles,90813,Long Beach,CalEnviroScreen 4.0 Top 25%
6065041001,53.58,91.39,90-95%,84.19,87.52,2750,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6037208802,53.56,91.38,90-95%,67.65,97.49,3069,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037232200,53.55,91.36,90-95%,66.60,97.97,3487,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037128210,53.53,91.35,90-95%,75.64,93.78,5008,Los Angeles,91401,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029004301,53.53,91.34,90-95%,84.90,86.78,8948,Kern ,93280,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6067005205,53.50,91.33,90-95%,94.37,75.67,2400,Sacramento ,95826,Sacramento,CalEnviroScreen 4.0 Top 25%
6019005408,53.50,91.31,90-95%,76.64,93.07,2268,Fresno ,93710,Fresno,CalEnviroScreen 4.0 Top 25%
6037241300,53.47,91.30,90-95%,80.11,90.70,2480,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037197700,53.44,91.29,90-95%,98.08,67.04,5332,Los Angeles,90012,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037402405,53.43,91.28,90-95%,88.24,83.38,2875,Los Angeles,91768,Pomona,CalEnviroScreen 4.0 Top 25%
6037123010,53.42,91.26,90-95%,92.25,78.91,4027,Los Angeles,91352,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037127803,53.41,91.25,90-95%,73.69,94.60,4790,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001403000,53.41,91.24,90-95%,74.50,94.28,2905,Alameda ,94607,Oakland,CalEnviroScreen 4.0 Top 25%
6071003302,53.39,91.23,90-95%,94.64,74.99,6450,San Bernardino,92316,Fontana,CalEnviroScreen 4.0 Top 25%
6037228320,53.36,91.21,90-95%,66.91,97.64,3122,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037602004,53.35,91.20,90-95%,67.34,97.45,3709,Los Angeles,90303,Inglewood,CalEnviroScreen 4.0 Top 25%
6037540102,53.34,91.19,90-95%,93.47,76.88,6905,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037502500,53.33,91.17,90-95%,97.62,68.20,4274,Los Angeles,90660,Pico Rivera,CalEnviroScreen 4.0 Top 25%
6037115302,53.32,91.16,90-95%,76.73,92.74,3957,Los Angeles,91324,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037241110,53.31,91.15,90-95%,74.21,94.26,3356,Los Angeles,90061,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077005109,53.31,91.14,90-95%,79.12,91.25,4209,San Joaquin,95336,Manteca,CalEnviroScreen 4.0 Top 25%
6037291300,53.29,91.12,90-95%,99.99,53.43,3037,Los Angeles,90248,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037294302,53.28,91.11,90-95%,87.16,83.99,4382,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037201700,53.28,91.10,90-95%,95.48,73.25,5514,Los Angeles,90032,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071002501,53.27,91.09,90-95%,91.75,79.35,6840,San Bernardino,92335,Unincorporated San Bernardino County area,CalEnviroScreen 4.0 Top 25%
6037124201,53.26,91.07,90-95%,87.72,83.42,3348,Los Angeles,91606,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037302504,53.23,91.06,90-95%,74.23,94.11,4273,Los Angeles,91205,Glendale,CalEnviroScreen 4.0 Top 25%
6025010400,53.21,91.05,90-95%,65.49,98.06,7303,Imperial ,92227,Brawley,CalEnviroScreen 4.0 Top 25%
6099001500,53.21,91.04,90-95%,91.01,80.03,7217,Stanislaus ,95358,Unincorporated Stanislaus County area,CalEnviroScreen 4.0 Top 25%
6037134520,53.20,91.02,90-95%,81.10,89.37,6065,Los Angeles,91303,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029002700,53.18,91.01,90-95%,77.85,91.97,5903,Kern ,93304,Benton Park,CalEnviroScreen 4.0 Top 25%
6037602802,53.17,91.00,90-95%,90.86,80.08,5019,Los Angeles,90044,West Athens,CalEnviroScreen 4.0 Top 25%
6065031300,53.16,90.99,90-95%,93.76,76.02,3277,Riverside ,92504,Riverside,CalEnviroScreen 4.0 Top 25%
6019007002,53.14,90.97,90-95%,83.57,87.15,4943,Fresno ,93662,Selma,CalEnviroScreen 4.0 Top 25%
6037294620,53.14,90.96,90-95%,94.70,74.47,4683,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037121600,53.09,90.95,90-95%,96.80,70.13,2735,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001410500,53.08,90.94,90-95%,78.95,90.91,2705,Alameda ,94607,Oakland,CalEnviroScreen 4.0 Top 25%
6073003404,53.07,90.92,90-95%,90.11,80.71,5062,San Diego,92102,San Diego,CalEnviroScreen 4.0 Top 25%
6037402902,53.05,90.91,90-95%,85.72,85.09,6903,Los Angeles,91766,Pomona,CalEnviroScreen 4.0 Top 25%
6071007200,53.05,90.90,90-95%,95.52,72.73,5964,San Bernardino,92408,San Bernardino,CalEnviroScreen 4.0 Top 25%
6037232110,53.04,90.89,90-95%,61.13,99.10,3038,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099002604,53.03,90.87,90-95%,72.59,94.74,4801,Stanislaus ,95307,Ceres,CalEnviroScreen 4.0 Top 25%
6031000900,53.02,90.86,90-95%,75.58,93.04,7956,Kings ,93230,Hanford,CalEnviroScreen 4.0 Top 25%
6019003201,52.94,90.85,90-95%,78.37,91.21,5151,Fresno ,93703,Fresno,CalEnviroScreen 4.0 Top 25%
6099000803,52.94,90.83,90-95%,77.72,91.60,5060,Stanislaus ,95350,Modesto,CalEnviroScreen 4.0 Top 25%
6037134710,52.93,90.82,90-95%,71.76,95.01,5836,Los Angeles,91306,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037408140,52.91,90.81,90-95%,88.97,81.74,3793,Los Angeles,91744,South San Jose Hills,CalEnviroScreen 4.0 Top 25%
6037294810,52.91,90.80,90-95%,73.13,94.21,4278,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037502601,52.86,90.78,90-95%,97.78,66.62,6939,Los Angeles,90660,Pico Rivera,CalEnviroScreen 4.0 Top 25%
6037293202,52.84,90.77,90-95%,83.63,86.57,6740,Los Angeles,90501,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029003103,52.83,90.76,90-95%,67.27,97.00,4084,Kern ,93307,Rexland Acres,CalEnviroScreen 4.0 Top 25%
6037531502,52.83,90.75,90-95%,85.54,84.90,3397,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037120400,52.83,90.73,90-95%,82.31,87.87,6769,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037228220,52.82,90.72,90-95%,67.02,97.06,4375,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6101050302,52.74,90.71,90-95%,87.02,83.33,5824,Sutter ,95991,Yuba City,CalEnviroScreen 4.0 Top 25%
6037541802,52.74,90.70,90-95%,95.58,72.09,5306,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037127910,52.73,90.68,90-95%,74.85,93.02,5097,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071003609,52.72,90.67,90-95%,85.09,85.17,5363,San Bernardino,92316,Rialto,CalEnviroScreen 4.0 Top 25%
6019003702,52.67,90.66,90-95%,72.93,93.97,4581,Fresno ,93705,Fresno,CalEnviroScreen 4.0 Top 25%
6095251802,52.66,90.65,90-95%,64.22,97.95,2770,Solano ,94589,Vallejo,CalEnviroScreen 4.0 Top 25%
6037535702,52.64,90.63,90-95%,80.39,89.01,5638,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037117530,52.64,90.62,90-95%,79.23,89.78,6742,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065040203,52.60,90.61,90-95%,73.02,93.82,4422,Riverside ,92509,Jurupa Valley,CalEnviroScreen 4.0 Top 25%
6037121101,52.60,90.60,90-95%,91.36,78.64,2862,Los Angeles,91352,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037600902,52.56,90.58,90-95%,70.75,95.07,6491,Los Angeles,90302,Inglewood,CalEnviroScreen 4.0 Top 25%
6067006202,52.56,90.57,90-95%,76.49,91.77,3644,Sacramento ,95815,Sacramento,CalEnviroScreen 4.0 Top 25%
6031000800,52.55,90.56,90-95%,87.78,82.20,5055,Kings ,93230,Hanford,CalEnviroScreen 4.0 Top 25%
6073012501,52.53,90.54,90-95%,78.46,90.36,3283,San Diego,91910,Chula Vista,CalEnviroScreen 4.0 Top 25%
6031001002,52.52,90.53,90-95%,81.14,88.26,5094,Kings ,93230,Hanford,CalEnviroScreen 4.0 Top 25%
6037533402,52.52,90.52,90-95%,82.68,86.89,4240,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037218800,52.49,90.51,90-95%,90.82,79.05,2752,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037405201,52.47,90.49,90-95%,91.28,78.44,4933,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6019003202,52.45,90.48,90-95%,64.18,97.76,5745,Fresno ,93703,Fresno,CalEnviroScreen 4.0 Top 25%
6037530004,52.44,90.47,90-95%,94.09,74.17,3495,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6037231800,52.43,90.46,90-95%,87.27,82.50,5436,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037132700,52.43,90.44,90-95%,90.43,79.32,4873,Los Angeles,91335,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037208903,52.41,90.43,90-95%,72.45,93.86,4345,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037573300,52.39,90.42,90-95%,73.57,93.14,4158,Los Angeles,90806,Long Beach,CalEnviroScreen 4.0 Top 25%
6039000602,52.38,90.41,90-95%,64.48,97.53,4296,Madera ,93638,Madera,CalEnviroScreen 4.0 Top 25%
6037192610,52.36,90.39,90-95%,88.87,80.80,3703,Los Angeles,90004,Los Angeles,CalEnviroScreen 4.0 Top 25%
6073003403,52.34,90.38,90-95%,85.89,83.71,4094,San Diego,92102,San Diego,CalEnviroScreen 4.0 Top 25%
6029003000,52.30,90.37,90-95%,64.24,97.57,7552,Kern ,93304,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037127103,52.29,90.36,90-95%,90.79,78.67,3109,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037542000,52.29,90.34,90-95%,69.70,95.22,4708,Los Angeles,90221,Compton,CalEnviroScreen 4.0 Top 25%
6029004102,52.28,90.33,90-95%,80.82,88.10,5253,Kern ,93263,Shafter,CalEnviroScreen 4.0 Top 25%
6037553504,52.25,90.32,90-95%,89.07,80.40,5363,Los Angeles,90723,Paramount,CalEnviroScreen 4.0 Top 25%
6037555211,52.24,90.31,90-95%,88.11,81.33,5652,Los Angeles,90716,Hawaiian Gardens,CalEnviroScreen 4.0 Top 25%
6071001400,52.22,90.29,90-95%,96.68,68.99,2863,San Bernardino,91762,Ontario,CalEnviroScreen 4.0 Top 25%
6037433305,52.21,90.28,90-95%,91.10,78.14,4582,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6001408900,52.21,90.27,90-95%,68.44,95.75,3546,Alameda ,94621,Oakland,CalEnviroScreen 4.0 Top 25%
6065044200,52.19,90.25,90-95%,58.94,99.12,6541,Riverside ,92220,Banning,CalEnviroScreen 4.0 Top 25%
6037603102,52.19,90.24,90-95%,94.91,72.38,3664,Los Angeles,90247,Gardena,CalEnviroScreen 4.0 Top 25%
6019008401,52.17,90.23,90-95%,73.35,92.90,8857,Fresno ,93622,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037201402,52.16,90.22,90-95%,94.85,72.45,4995,Los Angeles,90032,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037209403,52.15,90.20,90-95%,80.87,87.82,4148,Los Angeles,90017,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019006201,52.15,90.19,90-95%,68.77,95.52,2357,Fresno ,93657,Sanger,CalEnviroScreen 4.0 Top 25%
6037532200,52.15,90.18,90-95%,97.57,66.20,7363,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6037602700,52.14,90.17,90-95%,97.60,66.02,3770,Los Angeles,90250,Hawthorne,CalEnviroScreen 4.0 Top 25%
6077005129,52.13,90.15,90-95%,89.51,79.82,3437,San Joaquin,95330,Lathrop,CalEnviroScreen 4.0 Top 25%
6037542501,52.10,90.14,90-95%,65.04,97.09,4891,Los Angeles,90220,Compton,CalEnviroScreen 4.0 Top 25%
6037602600,52.08,90.13,90-95%,96.20,69.79,8118,Los Angeles,90249,Gardena,CalEnviroScreen 4.0 Top 25%
6037208610,52.04,90.12,90-95%,90.42,78.57,4351,Los Angeles,90026,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037209401,52.03,90.10,90-95%,73.08,92.89,4472,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037432500,52.03,90.09,90-95%,95.01,71.85,8180,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6037127300,52.02,90.08,90-95%,94.81,72.25,3809,Los Angeles,91406,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037531902,52.02,90.07,90-95%,78.53,89.38,4763,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037207301,52.01,90.05,90-95%,98.89,61.38,4911,Los Angeles,90013,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037134521,52.00,90.04,90-95%,76.80,90.54,3691,Los Angeles,91303,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037120105,52.00,90.03,90-95%,79.99,88.29,2832,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077001500,51.98,90.02,90-95%,75.81,91.35,10290,San Joaquin,95205,Stockton,CalEnviroScreen 4.0 Top 25%
6037117407,51.97,90.00,90-95%,79.81,88.41,3836,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099003603,51.96,89.99,85-90%,96.60,68.78,3382,Stanislaus ,95380,Unincorporated Stanislaus County area,CalEnviroScreen 4.0 Top 25%
6029002302,51.95,89.98,85-90%,71.24,94.04,3803,Kern ,93307,Potomac Park,CalEnviroScreen 4.0 Top 25%
6059099601,51.94,89.96,85-90%,93.83,73.70,7230,Orange ,92683,Westminster,CalEnviroScreen 4.0 Top 25%
6037402403,51.94,89.95,85-90%,99.56,57.06,5231,Los Angeles,91768,Pomona,CalEnviroScreen 4.0 Top 25%
6037302503,51.92,89.94,85-90%,77.88,89.59,4290,Los Angeles,91205,Glendale,CalEnviroScreen 4.0 Top 25%
6037534404,51.92,89.93,85-90%,89.53,79.50,3677,Los Angeles,90201,Cudahy,CalEnviroScreen 4.0 Top 25%
6037128400,51.90,89.91,85-90%,98.81,61.88,4502,Los Angeles,91411,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059075002,51.89,89.90,85-90%,82.91,85.59,8236,Orange ,92701,Santa Ana,CalEnviroScreen 4.0 Top 25%
6107004102,51.89,89.89,85-90%,87.17,81.52,1999,Tulare ,93257,Porterville,CalEnviroScreen 4.0 Top 25%
6037208902,51.89,89.88,85-90%,80.17,87.92,2692,Los Angeles,90017,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099002004,51.88,89.86,85-90%,84.97,83.65,6694,Stanislaus ,95354,Modesto,CalEnviroScreen 4.0 Top 25%
6037554302,51.86,89.85,85-90%,84.18,84.23,4393,Los Angeles,90706,Bellflower,CalEnviroScreen 4.0 Top 25%
6037294110,51.84,89.84,85-90%,87.53,81.01,4129,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037433306,51.84,89.83,85-90%,94.86,71.86,3136,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6031001200,51.83,89.81,85-90%,92.01,76.21,2445,Kings ,93230,Unincorporated Kings County area,CalEnviroScreen 4.0 Top 25%
6037236100,51.79,89.80,85-90%,67.67,95.59,6170,Los Angeles,90008,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019006501,51.79,89.79,85-90%,76.42,90.49,6871,Fresno ,93654,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037207400,51.78,89.78,85-90%,99.98,52.58,1539,Los Angeles,90012,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077003113,51.78,89.76,85-90%,69.86,94.55,6844,San Joaquin,95207,Stockton,CalEnviroScreen 4.0 Top 25%
6115040100,51.76,89.75,85-90%,95.10,71.29,4770,Yuba ,95901,Marysville,CalEnviroScreen 4.0 Top 25%
6037433602,51.74,89.74,85-90%,95.92,69.82,2896,Los Angeles,91770,Rosemead,CalEnviroScreen 4.0 Top 25%
6037210010,51.73,89.73,85-90%,91.46,76.85,3561,Los Angeles,90015,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037133100,51.71,89.71,85-90%,93.91,72.96,5609,Los Angeles,91335,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037575901,51.70,89.70,85-90%,80.05,87.61,3553,Los Angeles,90802,Long Beach,CalEnviroScreen 4.0 Top 25%
6037191610,51.68,89.69,85-90%,84.74,83.48,4237,Los Angeles,90029,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037530902,51.68,89.67,85-90%,82.79,85.24,3840,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037117405,51.67,89.66,85-90%,77.10,89.65,3574,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037237201,51.67,89.65,85-90%,63.78,97.15,3814,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019003809,51.66,89.64,85-90%,74.93,91.40,5362,Fresno ,93722,Fresno,CalEnviroScreen 4.0 Top 25%
6019004207,51.66,89.62,85-90%,94.50,72.23,11921,Fresno ,93723,Fresno,CalEnviroScreen 4.0 Top 25%
6059086601,51.65,89.61,85-90%,93.15,74.24,9185,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6037533701,51.65,89.60,85-90%,96.38,68.61,2998,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037191720,51.64,89.59,85-90%,78.16,88.96,3224,Los Angeles,90038,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037531901,51.64,89.57,85-90%,81.07,86.65,6237,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037530203,51.62,89.56,85-90%,91.13,76.95,2728,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6059089003,51.62,89.55,85-90%,82.69,85.21,3856,Orange ,92843,Garden Grove,CalEnviroScreen 4.0 Top 25%
6065030503,51.59,89.54,85-90%,84.92,83.26,3592,Riverside ,92507,Riverside,CalEnviroScreen 4.0 Top 25%
6037320201,51.57,89.52,85-90%,70.34,94.01,4049,Los Angeles,91340,San Fernando,CalEnviroScreen 4.0 Top 25%
6037209810,51.53,89.51,85-90%,78.86,88.38,2594,Los Angeles,90006,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037237401,51.53,89.50,85-90%,58.61,98.81,4217,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037500600,51.52,89.49,85-90%,93.13,74.10,4912,Los Angeles,90660,Pico Rivera,CalEnviroScreen 4.0 Top 25%
6037402406,51.51,89.47,85-90%,75.18,90.87,5329,Los Angeles,91768,Pomona,CalEnviroScreen 4.0 Top 25%
6073003603,51.50,89.46,85-90%,88.03,80.04,3907,San Diego,92113,San Diego,CalEnviroScreen 4.0 Top 25%
6107003300,51.48,89.45,85-90%,81.87,85.67,8019,Tulare ,93267,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6037540800,51.48,89.44,85-90%,94.25,72.15,5287,Los Angeles,90059,West Rancho Dominguez,CalEnviroScreen 4.0 Top 25%
6037124104,51.47,89.42,85-90%,71.05,93.32,2492,Los Angeles,91606,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077004404,51.46,89.41,85-90%,70.89,93.39,4131,San Joaquin,95240,Lodi,CalEnviroScreen 4.0 Top 25%
6037551102,51.45,89.40,85-90%,98.21,63.16,5427,Los Angeles,90242,Downey,CalEnviroScreen 4.0 Top 25%
6047002302,51.44,89.38,85-90%,75.03,90.89,15950,Merced ,93635,Los Banos,CalEnviroScreen 4.0 Top 25%
6037127606,51.44,89.37,85-90%,81.38,86.06,3322,Los Angeles,91406,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037531202,51.42,89.36,85-90%,76.85,89.46,4431,Los Angeles,90023,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037502100,51.42,89.35,85-90%,94.49,71.71,5036,Los Angeles,90606,Whittier,CalEnviroScreen 4.0 Top 25%
6037208502,51.41,89.33,85-90%,85.41,82.51,4364,Los Angeles,90057,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037541801,51.39,89.32,85-90%,80.72,86.49,6180,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037404801,51.36,89.31,85-90%,91.71,75.77,7911,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6037433403,51.36,89.30,85-90%,96.14,68.72,4882,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6037533803,51.36,89.28,85-90%,82.09,85.22,6324,Los Angeles,90201,Bell,CalEnviroScreen 4.0 Top 25%
6037900300,51.35,89.27,85-90%,74.25,91.23,5613,Los Angeles,93535,Unincorporated Los Angeles County area,CalEnviroScreen 4.0 Top 25%
6019005203,51.34,89.26,85-90%,65.19,96.18,5107,Fresno ,93726,Fresno,CalEnviroScreen 4.0 Top 25%
6111009100,51.33,89.25,85-90%,86.15,81.66,4870,Ventura ,93030,Oxnard,CalEnviroScreen 4.0 Top 25%
6073012502,51.30,89.23,85-90%,92.97,74.03,4330,San Diego,91910,Chula Vista,CalEnviroScreen 4.0 Top 25%
6037239801,51.30,89.22,85-90%,72.43,92.28,3705,Los Angeles,90001,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019001407,51.29,89.21,85-90%,66.22,95.73,4798,Fresno ,93727,Fresno,CalEnviroScreen 4.0 Top 25%
6037540101,51.26,89.20,85-90%,90.21,77.42,6743,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037600304,51.26,89.18,85-90%,57.16,98.97,3910,Los Angeles,90044,Westmont,CalEnviroScreen 4.0 Top 25%
6037238100,51.25,89.17,85-90%,73.38,91.46,5163,Los Angeles,90047,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037310601,51.25,89.16,85-90%,98.42,62.25,6383,Los Angeles,91504,Burbank,CalEnviroScreen 4.0 Top 25%
6037302506,51.24,89.15,85-90%,82.48,84.64,3262,Los Angeles,91205,Glendale,CalEnviroScreen 4.0 Top 25%
